frame,time_s,terrain_mean,splash_pixels,stem_color_pixels,upper_stem_pixels,stem_top_y
1893,31.55,16.501,289,971,213,362.0
1894,31.566667,16.496,307,855,139,362.0
1895,31.583333,16.493,318,848,140,362.0
1896,31.6,16.486,311,869,172,362.0
1897,31.616667,16.479,319,888,172,362.0
1898,31.633333,16.472,290,894,175,362.0
1899,31.65,16.454,288,867,172,362.0
1900,31.666667,16.45,302,1011,198,360.0
1901,31.683333,16.436,319,1039,201,360.0
1902,31.7,16.434,290,997,178,360.0
1903,31.716667,16.432,302,1031,178,360.0
1904,31.733333,16.435,288,1010,165,360.0
1905,31.75,16.432,290,1050,161,360.0
1906,31.766667,16.434,295,1081,165,359.0
1907,31.783333,16.437,291,1061,164,359.0
1908,31.8,16.433,301,1058,177,359.0
1909,31.816667,16.44,335,1112,244,359.0
1910,31.833333,16.446,338,992,194,359.0
1911,31.85,16.446,351,1036,237,360.0
1912,31.866667,16.462,334,1086,237,360.0
1913,31.883333,16.466,301,1012,210,360.0
1914,31.9,16.472,318,987,231,360.0
1915,31.916667,16.482,307,931,236,360.0
1916,31.933333,16.482,307,957,227,360.0
1917,31.95,16.48,314,934,240,360.0
1918,31.966667,16.488,341,943,251,360.0
1919,31.983333,16.49,315,948,242,360.0
1920,32.0,16.512,291,974,243,360.0
1921,32.016667,16.5,313,934,226,360.0
1922,32.033333,16.521,357,889,205,360.0
1923,32.05,16.507,357,935,233,360.0
1924,32.066667,16.511,333,848,207,360.0
1925,32.083333,16.518,332,855,187,360.0
1926,32.1,16.514,315,869,222,360.0
1927,32.116667,16.518,340,863,208,360.0
1928,32.133333,16.5,322,892,211,360.0
1929,32.15,16.496,339,890,204,360.0
1930,32.166667,16.481,309,929,232,360.0
1931,32.183333,16.475,303,936,227,360.0
1932,32.2,16.467,304,941,227,360.0
1933,32.216667,16.455,292,930,191,360.0
1934,32.233333,16.454,309,1073,243,360.0
1935,32.25,16.453,329,1110,224,360.0
1936,32.266667,16.442,329,987,188,360.0
1937,32.283333,16.443,302,956,186,360.0
1938,32.3,16.435,324,1007,222,360.0
1939,32.316667,16.439,320,961,231,360.0
1940,32.333333,16.447,313,942,197,360.0
1941,32.35,16.444,336,954,182,360.0
1942,32.366667,16.442,354,1016,211,360.0
1943,32.383333,16.452,347,1066,209,360.0
1944,32.4,16.45,349,1060,238,360.0
1945,32.416667,16.46,348,1099,239,360.0
1946,32.433333,16.462,356,1092,231,360.0
1947,32.45,16.474,335,1064,228,360.0
1948,32.466667,16.481,342,947,176,360.0
1949,32.483333,16.491,340,962,212,360.0
1950,32.5,16.486,342,892,186,360.0
1951,32.516667,16.489,346,879,177,360.0
1952,32.533333,16.491,362,850,179,360.0
1953,32.55,16.498,358,860,185,360.0
1954,32.566667,16.496,357,830,164,360.0
1955,32.583333,16.502,336,852,189,360.0
1956,32.6,16.505,334,908,183,360.0
1957,32.616667,16.507,321,866,166,360.0
1958,32.633333,16.513,310,911,222,360.0
1959,32.65,16.513,341,874,198,360.0
1960,32.666667,16.511,328,920,224,360.0
1961,32.683333,16.504,324,942,246,360.0
1962,32.7,16.494,332,866,211,360.0
1963,32.716667,16.489,317,860,218,360.0
1964,32.733333,16.476,324,818,173,360.0
1965,32.75,16.455,314,936,222,362.0
1966,32.766667,16.453,257,998,170,371.0
1967,32.783333,16.449,268,461,58,396.0
1968,32.8,16.442,189,692,77,423.0
1969,32.816667,16.439,5618,318,0,464.0
1970,32.833333,16.436,5621,86,0,537.0
1971,32.85,16.418,5691,45,0,544.0
1972,32.866667,16.413,5747,36,0,528.0
1973,32.883333,16.416,5634,47,0,554.0
1974,32.9,16.421,5702,92,0,578.0
1975,32.916667,16.421,6291,142,0,590.0
1976,32.933333,16.426,5944,71,0,546.0
1977,32.95,16.437,6176,242,0,542.0
1978,32.966667,16.452,6203,539,0,540.0
1979,32.983333,16.452,5545,545,0,542.0
1980,33.0,16.478,5314,595,0,542.0
1981,33.016667,16.451,5004,586,0,546.0
1982,33.033333,16.487,4502,481,0,554.0
1983,33.05,16.46,4148,393,0,560.0
1984,33.066667,16.458,3726,194,0,568.0
1985,33.083333,16.466,3078,119,0,574.0
1986,33.1,16.471,2921,18,0,582.0
1987,33.116667,16.392,2126,105,0,510.0
1988,33.133333,15.573,1550,73,0,560.0
1989,33.15,15.343,1115,65,0,604.0
1990,33.166667,20.033,809,40,0,638.0
1991,33.183333,25.193,491,30,0,660.0
1992,33.2,30.215,56,525,525,280.0
1993,33.216667,34.994,13,0,0,-1
1994,33.233333,36.45,387,194,194,280.0
1995,33.25,33.649,1046,1015,1015,281.0
1996,33.266667,33.708,1432,1865,1865,280.0
1997,33.283333,33.44,1853,4649,4649,280.0
1998,33.3,33.824,2020,6511,6511,280.0
1999,33.316667,35.163,2124,7404,7367,280.0
2000,33.333333,35.991,2113,8821,8205,280.0
2001,33.35,36.231,2124,9446,8262,280.0
2002,33.366667,34.235,2240,12791,11395,280.0
2003,33.383333,32.361,2248,15679,13284,280.0
2004,33.4,29.318,1983,18541,14909,280.0
2005,33.416667,28.447,1893,20065,15847,280.0
2006,33.433333,28.453,1677,20060,15872,280.0
2007,33.45,28.427,1649,19946,15807,280.0
2008,33.466667,28.416,1637,20042,15903,280.0
2009,33.483333,28.466,1647,20128,15967,280.0
2010,33.5,28.482,1605,20027,15909,280.0
2011,33.516667,28.445,1548,20027,15918,280.0
2012,33.533333,28.421,1505,20011,15883,280.0
2013,33.55,28.414,1508,20043,15935,280.0
2014,33.566667,28.409,1507,19984,15873,280.0
2015,33.583333,28.38,1439,20088,15897,280.0
2016,33.6,28.372,1454,20040,15865,280.0
2017,33.616667,28.345,1350,20160,16005,280.0
2018,33.633333,28.383,1351,20169,15989,280.0
2019,33.65,28.392,1365,20157,15988,280.0
2020,33.666667,28.422,1350,20295,16036,280.0
2021,33.683333,28.391,1344,20244,16004,280.0
2022,33.7,28.323,1365,20082,15892,280.0
2023,33.716667,28.289,1323,20048,15842,280.0
2024,33.733333,28.308,1304,20145,15886,280.0
2025,33.75,28.31,1320,20135,15896,280.0
2026,33.766667,28.28,1310,20210,15934,280.0
2027,33.783333,28.253,1283,20056,15884,280.0
2028,33.8,28.246,1289,20205,15924,280.0
2029,33.816667,28.23,1295,20069,15840,280.0
2030,33.833333,28.204,1330,19970,15805,280.0
2031,33.85,28.2,1354,20032,15868,280.0
2032,33.866667,28.187,1287,19999,15834,280.0
2033,33.883333,28.175,1294,20094,15842,280.0
2034,33.9,28.164,1279,20083,15825,280.0
2035,33.916667,28.155,1319,20130,15839,280.0
2036,33.933333,28.162,1292,20158,15871,280.0
2037,33.95,28.163,1302,20070,15810,280.0
2038,33.966667,28.145,1322,20058,15799,280.0
2039,33.983333,28.137,1371,20084,15814,280.0
2040,34.0,28.139,1372,20232,16028,280.0
2041,34.016667,28.125,1371,20398,16131,280.0
2042,34.033333,28.13,1338,20419,16135,280.0
2043,34.05,28.132,1332,20348,16116,280.0
2044,34.066667,28.137,1345,20402,16143,280.0
2045,34.083333,28.136,1329,20403,16149,280.0
2046,34.1,28.134,1328,20359,16176,280.0
2047,34.116667,28.13,1308,20377,16173,280.0
2048,34.133333,28.106,1308,20317,16056,280.0
2049,34.15,28.063,1313,20346,16090,280.0
2050,34.166667,28.043,1351,20200,15982,280.0
2051,34.183333,28.076,1340,20439,16200,280.0
2052,34.2,28.079,1372,20388,16147,280.0
2053,34.216667,28.047,1342,20457,16167,280.0
2054,34.233333,28.011,1331,20437,16188,280.0
2055,34.25,27.978,1329,20473,16204,280.0
2056,34.266667,28.008,1346,20360,16112,280.0
2057,34.283333,28.125,1328,20437,16130,280.0
2058,34.3,28.219,1336,20382,16066,280.0
2059,34.316667,28.31,1350,20434,16113,280.0
2060,34.333333,28.308,1346,20367,16131,280.0
2061,34.35,28.25,1379,20326,16062,280.0
2062,34.366667,28.244,1391,20548,16289,280.0
2063,34.383333,28.24,1365,20505,16241,280.0
2064,34.4,28.249,1385,20522,16181,280.0
2065,34.416667,28.255,1363,20488,16185,280.0
2066,34.433333,28.24,1341,20533,16195,280.0
2067,34.45,28.25,1339,20658,16353,280.0
2068,34.466667,28.246,1350,20634,16363,280.0
2069,34.483333,28.25,1345,20683,16350,280.0
2070,34.5,28.26,1333,20581,16267,280.0
2071,34.516667,28.25,1353,20617,16313,280.0
2072,34.533333,28.243,1301,20695,16347,280.0
2073,34.55,28.254,1365,20545,16231,280.0
2074,34.566667,28.249,1375,20472,16179,280.0
2075,34.583333,28.251,1377,20415,16154,280.0
2076,34.6,28.251,1318,20543,16260,280.0
2077,34.616667,28.233,1328,20625,16374,280.0
2078,34.633333,28.233,1288,20624,16363,280.0
2079,34.65,28.195,1287,20614,16352,280.0
2080,34.666667,28.195,1292,20616,16352,280.0
2081,34.683333,28.193,1281,20543,16287,280.0
2082,34.7,28.196,1284,20547,16280,280.0
2083,34.716667,28.199,1285,20557,16305,280.0
2084,34.733333,28.198,1290,20528,16253,280.0
2085,34.75,28.198,1309,20526,16279,280.0
2086,34.766667,28.196,1315,20503,16264,280.0
2087,34.783333,28.199,1289,20448,16236,280.0
2088,34.8,28.2,1286,20430,16188,280.0
2089,34.816667,28.202,1286,20395,16144,280.0
2090,34.833333,28.204,1296,20399,16176,280.0
2091,34.85,28.206,1296,20403,16173,280.0
2092,34.866667,28.347,1309,20609,16295,280.0
2093,34.883333,28.306,1310,20620,16316,280.0
2094,34.9,28.273,1306,20579,16278,280.0
2095,34.916667,28.261,1304,20580,16256,280.0
2096,34.933333,28.392,1556,20708,16396,280.0
2097,34.95,28.363,1541,20672,16343,280.0
2098,34.966667,28.353,1526,20678,16353,280.0
2099,34.983333,28.35,1526,20694,16370,280.0
2100,35.0,28.228,1559,20137,15910,280.0
2101,35.016667,28.225,1575,20359,16078,280.0
2102,35.033333,28.225,1562,20227,16013,280.0
2103,35.05,28.228,1551,20395,16137,280.0
2104,35.066667,28.225,1539,20181,16017,280.0
2105,35.083333,28.227,1561,20373,16128,280.0
2106,35.1,28.234,1571,20298,16091,280.0
2107,35.116667,28.23,1663,20321,16127,280.0
2108,35.133333,28.229,1644,20385,16117,280.0
2109,35.15,28.175,1626,20945,16460,280.0
2110,35.166667,27.937,1577,21525,16818,280.0
2111,35.183333,27.78,1669,21815,17179,280.0
2112,35.2,27.607,1607,22537,17696,280.0
2113,35.216667,27.442,1690,22882,17851,280.0
2114,35.233333,27.382,1455,23090,17956,280.0
2115,35.25,27.936,2517,22740,17543,280.0
2116,35.266667,28.778,2654,21162,15538,280.0
2117,35.283333,30.057,3552,18484,13904,280.0
2118,35.3,31.746,3704,17344,13636,280.0
2119,35.316667,33.257,3013,16221,13449,280.0
2120,35.333333,34.933,2509,14102,12489,280.0
2121,35.35,36.341,2202,11541,10344,280.0
2122,35.366667,36.688,2050,9963,8917,280.0
2123,35.383333,36.196,1796,9272,8558,280.0
2124,35.4,35.394,1651,8152,7947,280.0
2125,35.416667,34.379,1458,7722,7722,280.0
2126,35.433333,33.553,1251,5627,5627,280.0
2127,35.45,33.158,886,3016,3016,280.0
2128,35.466667,33.793,738,917,901,280.0
2129,35.483333,33.789,452,644,644,280.0
2130,35.5,35.828,435,222,222,280.0
2131,35.516667,37.187,361,3,3,356.0
2132,35.533333,34.036,359,21,21,306.0
2133,35.55,30.073,301,0,0,-1
2134,35.566667,25.692,234,0,0,-1
2135,35.583333,21.562,234,0,0,-1
2136,35.6,20.844,232,0,0,-1
2137,35.616667,15.305,232,0,0,-1
2138,35.633333,15.566,232,0,0,-1
2139,35.65,16.143,232,0,0,-1
2140,35.666667,16.268,232,0,0,-1
2141,35.683333,16.283,232,0,0,-1
2142,35.7,16.287,231,0,0,-1
2143,35.716667,16.303,231,0,0,-1
2144,35.733333,16.317,230,0,0,-1
2145,35.75,16.32,229,0,0,-1
2146,35.766667,16.338,229,0,0,-1
2147,35.783333,16.341,229,0,0,-1
2148,35.8,16.346,229,0,0,-1
2149,35.816667,16.347,229,0,0,-1
2150,35.833333,16.351,229,0,0,-1
2151,35.85,16.354,229,0,0,-1
2152,35.866667,16.354,229,0,0,-1
2153,35.883333,16.361,229,0,0,-1
2154,35.9,16.364,229,0,0,-1
2155,35.916667,16.364,229,0,0,-1
2156,35.933333,16.368,229,0,0,-1
2157,35.95,16.366,229,0,0,-1
2158,35.966667,16.373,229,0,0,-1
2159,35.983333,16.375,229,0,0,-1
2160,36.0,16.385,227,0,0,-1
2161,36.016667,16.37,227,0,0,-1
2162,36.033333,16.371,227,0,0,-1
2163,36.05,16.342,227,0,0,-1
2164,36.066667,16.352,227,0,0,-1
2165,36.083333,16.321,227,0,0,-1
2166,36.1,16.315,227,0,0,-1
2167,36.116667,16.312,227,0,0,-1
2168,36.133333,16.306,227,0,0,-1
2169,36.15,16.306,227,0,0,-1
2170,36.166667,16.297,227,0,0,-1
2171,36.183333,16.284,227,0,0,-1
2172,36.2,16.278,227,0,0,-1
2173,36.216667,16.28,227,0,0,-1
2174,36.233333,16.283,227,0,0,-1
2175,36.25,16.29,227,0,0,-1
2176,36.266667,16.29,227,0,0,-1
2177,36.283333,16.299,227,0,0,-1
2178,36.3,16.304,227,0,0,-1
2179,36.316667,16.316,227,0,0,-1
2180,36.333333,16.325,227,0,0,-1
2181,36.35,16.332,227,0,0,-1
2182,36.366667,16.341,227,0,0,-1
2183,36.383333,16.34,227,0,0,-1
2184,36.4,16.36,227,0,0,-1
2185,36.416667,16.361,227,0,0,-1
2186,36.433333,16.365,227,0,0,-1
2187,36.45,16.374,227,0,0,-1
2188,36.466667,16.414,227,0,0,-1
2189,36.483333,16.453,227,0,0,-1
2190,36.5,16.461,227,0,0,-1
2191,36.516667,16.459,227,0,0,-1
2192,36.533333,16.448,227,0,0,-1
2193,36.55,16.449,227,0,0,-1
2194,36.566667,16.426,227,0,0,-1
2195,36.583333,16.413,227,0,0,-1
2196,36.6,16.407,227,0,0,-1
2197,36.616667,16.394,227,0,0,-1
2198,36.633333,16.375,227,0,0,-1
2199,36.65,16.375,227,0,0,-1
2200,36.666667,16.372,227,0,0,-1
2201,36.683333,16.373,227,0,0,-1
2202,36.7,16.37,232,0,0,-1
2203,36.716667,16.352,227,0,0,-1
2204,36.733333,16.353,230,0,0,-1
2205,36.75,16.374,243,0,0,-1
2206,36.766667,16.35,244,0,0,-1
2207,36.783333,16.369,234,0,0,-1
2208,36.8,16.38,247,0,0,-1
2209,36.816667,16.364,263,0,0,-1
2210,36.833333,16.387,249,0,0,-1
2211,36.85,16.407,272,0,0,-1
2212,36.866667,16.427,311,0,0,-1
2213,36.883333,16.398,307,0,0,-1
2214,36.9,16.39,247,10,0,640.0
2215,36.916667,16.423,368,15,0,589.0
2216,36.933333,16.468,641,479,0,604.0
2217,36.95,16.478,689,514,0,586.0
2218,36.966667,16.471,664,564,0,570.0
2219,36.983333,16.459,601,708,0,556.0
2220,37.0,16.43,484,746,3,548.0
2221,37.016667,16.465,309,792,0,542.0
2222,37.033333,16.458,282,788,0,538.0
2223,37.05,16.451,230,763,0,536.0
2224,37.066667,16.502,226,749,0,533.0
2225,37.083333,16.474,204,725,0,532.0
2226,37.1,16.477,158,840,0,528.0
2227,37.116667,16.466,138,851,0,522.0
2228,37.133333,16.459,154,855,0,512.0
2229,37.15,16.447,138,828,0,503.0
2230,37.166667,16.442,118,801,0,482.0
2231,37.183333,16.428,167,796,0,460.0
2232,37.2,16.42,149,751,33,440.0
2233,37.216667,16.41,85,866,140,382.0
2234,37.233333,16.405,143,943,167,370.0
2235,37.25,16.387,114,912,170,370.0
2236,37.266667,16.379,96,900,171,370.0
2237,37.283333,16.365,96,824,149,369.0
2238,37.3,16.389,149,857,151,369.0
2239,37.316667,16.387,151,848,153,370.0
2240,37.333333,16.399,151,821,156,372.0
2241,37.35,16.396,175,850,165,372.0
2242,37.366667,16.395,150,890,161,372.0
2243,37.383333,16.397,177,847,132,372.0
2244,37.4,16.405,222,925,157,372.0
2245,37.416667,16.416,199,948,161,372.0
2246,37.433333,16.421,188,927,147,370.0
2247,37.45,16.419,199,996,90,368.0
2248,37.466667,16.428,424,903,105,368.0
2249,37.483333,16.444,406,974,119,372.0
2250,37.5,16.441,649,821,149,368.0
2251,37.516667,16.445,1690,678,81,364.0
2252,37.533333,16.454,2289,629,110,363.0
2253,37.55,16.444,3340,662,155,362.0
2254,37.566667,16.46,3866,509,164,360.0
2255,37.583333,16.469,4539,450,148,360.0
2256,37.6,16.457,4967,411,143,360.0
2257,37.616667,16.461,5156,444,155,360.0
2258,37.633333,16.475,5594,440,169,359.0
2259,37.65,16.478,5659,393,143,358.0
2260,37.666667,16.462,5744,432,191,358.0
2261,37.683333,16.47,5899,356,166,358.0
2262,37.7,16.463,6042,402,196,360.0
2263,37.716667,16.456,6216,484,268,358.0
2264,37.733333,16.458,6235,348,158,359.0
2265,37.75,16.448,6429,382,136,360.0
2266,37.766667,16.433,6390,297,72,428.0
2267,37.783333,16.411,6232,423,180,358.0
2268,37.8,16.394,6022,522,244,360.0
2269,37.816667,16.404,5876,495,214,359.0
2270,37.833333,16.398,5643,424,152,359.0
2271,37.85,16.384,5139,421,205,358.0
2272,37.866667,16.399,5388,434,194,360.0
2273,37.883333,16.397,4588,419,194,360.0
2274,37.9,16.387,4136,477,260,360.0
2275,37.916667,16.395,3762,375,181,359.0
2276,37.933333,16.412,3543,391,167,358.0
2277,37.95,16.417,3417,430,188,360.0
2278,37.966667,16.429,3113,445,191,358.0
2279,37.983333,16.427,3242,489,206,358.0
2280,38.0,16.457,3182,596,235,358.0
2281,38.016667,16.451,3093,582,208,358.0
2282,38.033333,16.429,2933,625,265,358.0
2283,38.05,16.429,2872,634,227,358.0
2284,38.066667,16.432,2318,578,215,359.0
2285,38.083333,16.439,1984,738,278,359.0
2286,38.1,16.443,1932,643,191,359.0
2287,38.116667,16.447,1871,649,192,358.0
2288,38.133333,16.454,1805,827,186,360.0
2289,38.15,16.456,1666,975,178,360.0
2290,38.166667,16.462,1641,1197,226,358.0
2291,38.183333,16.465,1397,1083,254,360.0
2292,38.2,16.456,1314,868,177,358.0
2293,38.216667,16.462,1133,751,208,358.0
2294,38.233333,16.461,1132,573,137,358.0
2295,38.25,16.443,1098,678,191,360.0
2296,38.266667,16.435,1001,706,238,360.0
2297,38.283333,16.431,915,580,146,359.0
2298,38.3,16.421,862,525,105,359.0
2299,38.316667,16.404,757,714,189,360.0
2300,38.333333,16.398,729,903,167,360.0
2301,38.35,16.392,664,1092,224,360.0
2302,38.366667,16.382,626,1267,210,360.0
2303,38.383333,16.38,557,1565,226,358.0
2304,38.4,16.385,595,1334,154,359.0
2305,38.416667,16.395,559,1742,113,360.0
2306,38.433333,16.393,470,1722,186,360.0
2307,38.45,16.388,437,2113,179,360.0
2308,38.466667,16.391,524,1927,170,360.0
2309,38.483333,16.396,432,1970,114,359.0
2310,38.5,16.406,368,2030,173,360.0
2311,38.516667,16.413,283,1781,144,360.0
2312,38.533333,16.421,353,1895,200,360.0
2313,38.55,16.437,306,1631,233,360.0
2314,38.566667,16.453,276,1743,215,358.0
2315,38.583333,16.438,296,1516,171,358.0
2316,38.6,16.444,287,1573,154,360.0
2317,38.616667,16.446,300,1713,187,360.0
2318,38.633333,16.461,248,1626,230,358.0
2319,38.65,16.456,299,1731,238,360.0
2320,38.666667,16.462,322,1555,156,359.0
2321,38.683333,16.466,301,1605,190,360.0
2322,38.7,16.472,336,1551,210,360.0
2323,38.716667,16.473,382,1658,238,358.0
2324,38.733333,16.482,416,1560,261,358.0
2325,38.75,16.484,305,1651,259,358.0
2326,38.766667,16.476,397,1547,209,358.0
2327,38.783333,16.487,446,1552,216,358.0
2328,38.8,16.471,382,1369,223,358.0
2329,38.816667,16.462,381,1226,236,358.0
2330,38.833333,16.456,423,1253,249,358.0
2331,38.85,16.449,391,809,182,358.0
2332,38.866667,16.43,298,824,207,360.0
2333,38.883333,16.429,346,785,186,360.0
2334,38.9,16.413,332,783,227,358.0
2335,38.916667,16.413,306,779,244,358.0
2336,38.933333,16.414,260,728,239,358.0
2337,38.95,16.407,289,685,187,358.0
2338,38.966667,16.408,290,838,202,358.0
2339,38.983333,16.394,328,966,208,358.0
2340,39.0,16.429,294,903,230,358.0
2341,39.016667,16.401,288,914,214,360.0
2342,39.033333,16.429,291,860,194,358.0
2343,39.05,16.408,310,874,213,360.0
2344,39.066667,16.416,297,881,196,360.0
2345,39.083333,16.427,319,891,231,358.0
2346,39.1,16.434,310,922,240,358.0
2347,39.116667,16.441,291,970,244,358.0
2348,39.133333,16.452,316,928,238,359.0
2349,39.15,16.458,307,912,192,358.0
2350,39.166667,16.449,348,938,207,358.0
2351,39.183333,16.458,317,971,244,358.0
2352,39.2,16.471,318,913,191,358.0
2353,39.216667,16.474,320,861,183,358.0
2354,39.233333,16.469,316,850,198,358.0
2355,39.25,16.475,325,891,201,358.0
2356,39.266667,16.475,343,955,240,358.0
2357,39.283333,16.476,349,948,233,360.0
2358,39.3,16.484,323,925,237,358.0
2359,39.316667,16.488,318,921,241,360.0
2360,39.333333,16.484,334,872,184,360.0
2361,39.35,16.474,335,886,205,360.0
2362,39.366667,16.463,311,907,229,358.0
2363,39.383333,16.459,314,926,212,358.0
2364,39.4,16.446,336,883,187,360.0
2365,39.416667,16.431,317,920,207,360.0
2366,39.433333,16.428,301,906,222,358.0
2367,39.45,16.422,302,938,238,358.0
2368,39.466667,16.417,311,952,242,358.0
2369,39.483333,16.405,275,1042,256,358.0
2370,39.5,16.413,321,961,206,358.0
2371,39.516667,16.396,302,991,194,360.0
2372,39.533333,16.391,320,1036,209,360.0
2373,39.55,16.394,297,1014,223,358.0
2374,39.566667,16.392,312,1038,229,358.0
2375,39.583333,16.403,304,999,174,358.0
2376,39.6,16.406,320,1025,211,360.0
2377,39.616667,16.413,307,1062,217,360.0
2378,39.633333,16.423,301,1114,232,360.0
2379,39.65,16.436,299,1046,228,360.0
2380,39.666667,16.44,305,1066,234,359.0
2381,39.683333,16.447,305,932,156,358.0
2382,39.7,16.454,314,918,153,358.0
2383,39.716667,16.457,334,996,189,360.0
2384,39.733333,16.464,354,979,214,358.0
2385,39.75,16.464,349,954,228,358.0
2386,39.766667,16.47,307,797,168,358.0
2387,39.783333,16.465,339,872,208,360.0
2388,39.8,16.474,320,920,202,360.0
2389,39.816667,16.478,301,961,234,358.0
2390,39.833333,16.482,332,906,233,358.0
2391,39.85,16.48,296,891,230,358.0
2392,39.866667,16.489,314,900,176,358.0
2393,39.883333,16.478,288,797,168,360.0
2394,39.9,16.474,333,884,192,360.0
2395,39.916667,16.468,324,875,191,360.0
2396,39.933333,16.455,314,895,174,360.0
2397,39.95,16.444,311,906,160,358.0
2398,39.966667,16.443,311,942,192,360.0
2399,39.983333,16.43,310,920,201,358.0
2400,40.0,16.433,284,1037,242,358.0
2401,40.016667,16.42,329,1025,236,358.0
2402,40.033333,16.398,298,1035,246,358.0
2403,40.05,16.418,327,1054,233,359.0
2404,40.066667,16.401,350,1005,195,360.0
2405,40.083333,16.394,340,1002,192,360.0
2406,40.1,16.4,354,1059,233,358.0
2407,40.116667,16.407,345,1058,186,358.0
2408,40.133333,16.406,371,1097,190,358.0
2409,40.15,16.413,359,1089,191,358.0
2410,40.166667,16.411,352,1063,193,358.0
2411,40.183333,16.416,341,1042,237,358.0
2412,40.2,16.429,354,1019,212,360.0
2413,40.216667,16.43,352,995,204,359.0
2414,40.233333,16.437,328,966,234,359.0
2415,40.25,16.45,358,942,200,360.0
2416,40.266667,16.449,340,951,201,358.0
2417,40.283333,16.456,336,914,227,360.0
2418,40.3,16.464,334,964,237,358.0
2419,40.316667,16.459,343,911,182,359.0
2420,40.333333,16.465,344,932,197,360.0
2421,40.35,16.468,344,979,202,358.0
2422,40.366667,16.475,328,953,230,360.0
2423,40.383333,16.476,319,975,243,359.0
2424,40.4,16.473,304,882,176,359.0
2425,40.416667,16.474,315,951,214,360.0
2426,40.433333,16.478,271,792,113,365.0
2427,40.45,16.47,228,842,140,370.0
2428,40.466667,16.468,221,846,138,376.0
2429,40.483333,16.463,210,793,131,380.0
2430,40.5,16.452,217,679,114,388.0
2431,40.516667,16.444,218,637,119,394.0
2432,40.533333,16.436,213,605,121,398.0
2433,40.55,16.422,178,605,109,408.0
2434,40.566667,16.422,213,616,88,414.0
2435,40.583333,16.413,197,751,103,419.0
2436,40.6,16.402,201,747,107,424.0
2437,40.616667,16.401,207,744,89,428.0
2438,40.633333,16.403,210,680,85,432.0
2439,40.65,16.398,162,668,56,432.0
2440,40.666667,16.406,170,614,54,434.0
2441,40.683333,16.402,155,557,49,436.0
2442,40.7,16.412,159,530,41,440.0
2443,40.716667,16.414,176,536,39,441.0
2444,40.733333,16.428,144,511,36,442.0
2445,40.75,16.438,158,525,47,444.0
2446,40.766667,16.439,184,535,44,446.0
2447,40.783333,16.457,147,502,39,448.0
2448,40.8,16.45,178,489,39,448.0
2449,40.816667,16.459,188,492,36,448.0
2450,40.833333,16.469,175,471,35,448.0
2451,40.85,16.468,156,463,31,450.0
2452,40.866667,16.468,175,457,35,450.0
2453,40.883333,16.472,165,454,35,450.0
2454,40.9,16.465,169,463,42,448.0
2455,40.916667,16.475,149,458,42,446.0
2456,40.933333,16.467,167,406,41,444.0
2457,40.95,16.472,139,457,41,440.0
2458,40.966667,16.478,166,498,51,436.0
2459,40.983333,16.478,163,540,69,432.0
2460,41.0,16.507,178,554,65,428.0
2461,41.016667,16.485,171,625,72,420.0
2462,41.033333,16.493,184,610,75,416.0
2463,41.05,16.469,180,604,118,412.0
2464,41.066667,16.463,190,652,115,406.0
2465,41.083333,16.436,206,646,110,400.0
2466,41.1,16.424,224,743,113,398.0
2467,41.116667,16.425,256,655,112,392.0
2468,41.133333,16.412,207,680,135,388.0
2469,41.15,16.411,249,708,127,386.0
2470,41.166667,16.402,244,775,128,382.0
2471,41.183333,16.394,249,870,137,378.0
2472,41.2,16.398,233,933,142,376.0
2473,41.216667,16.4,244,953,151,370.0
2474,41.233333,16.402,240,1020,161,368.0
2475,41.25,16.401,248,1043,174,364.0
2476,41.266667,16.405,243,1028,143,360.0
2477,41.283333,16.413,274,1018,122,358.0
2478,41.3,16.419,303,1055,127,358.0
2479,41.316667,16.431,313,1084,122,354.0
2480,41.333333,16.435,328,1077,126,354.0
2481,41.35,16.438,315,1079,131,354.0
2482,41.366667,16.452,325,1029,129,354.0
2483,41.383333,16.455,346,956,122,354.0
2484,41.4,16.46,320,911,143,354.0
2485,41.416667,16.462,329,970,134,354.0
2486,41.433333,16.459,289,1028,209,356.0
2487,41.45,16.469,284,1003,229,356.0
2488,41.466667,16.471,296,1021,171,358.0
2489,41.483333,16.473,273,972,171,358.0
2490,41.5,16.473,276,937,166,360.0
2491,41.516667,16.475,271,943,166,360.0
2492,41.533333,16.477,295,917,161,360.0
2493,41.55,16.465,313,904,158,362.0
2494,41.566667,16.461,318,827,164,362.0
2495,41.583333,16.456,322,919,188,362.0
2496,41.6,16.443,303,883,175,362.0
2497,41.616667,16.438,260,902,151,362.0
2498,41.633333,16.427,265,925,158,362.0
2499,41.65,16.414,233,947,158,362.0
2500,41.666667,16.416,225,952,157,362.0
2501,41.683333,16.405,232,1022,174,362.0
2502,41.7,16.407,234,961,167,362.0
2503,41.716667,16.404,246,986,169,362.0
2504,41.733333,16.4,267,978,182,362.0
2505,41.75,16.408,262,998,188,362.0
2506,41.766667,16.398,284,1030,180,362.0
2507,41.783333,16.405,299,969,151,362.0
2508,41.8,16.407,286,1032,177,362.0
2509,41.816667,16.409,297,1015,175,361.0
2510,41.833333,16.415,307,1036,171,360.0
2511,41.85,16.423,297,1107,173,360.0
2512,41.866667,16.431,312,1096,170,360.0
2513,41.883333,16.444,334,1144,212,360.0
